index,image_url
107,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nbnBnnmaq/full/max/0/default.jpg
108,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nbnJLKbj7/full/max/0/default.jpg
109,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4nbnQsrRsP/full/max/0/default.jpg
110,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncGHA9T7X/full/max/0/default.jpg
111,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncGPhgHFo/full/max/0/default.jpg
112,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncGWFD7Q5/full/max/0/default.jpg
113,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncGcnjwYM/full/max/0/default.jpg
114,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncGjLGmgd/full/max/0/default.jpg
115,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncGqsobpu/full/max/0/default.jpg
116,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncGxRLRyB/full/max/0/default.jpg
117,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncH4xsG7T/full/max/0/default.jpg
118,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncHBWQ6Fj/full/max/0/default.jpg
119,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncHJ3vvQ1/full/max/0/default.jpg
120,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncmALDwe9/full/max/0/default.jpg
121,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncmGskmnR/full/max/0/default.jpg
122,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncmPRHbvh/full/max/0/default.jpg
123,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncmVxpS4y/full/max/0/default.jpg
124,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncmcWMGDF/full/max/0/default.jpg
125,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncmj3t6MX/full/max/0/default.jpg
126,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncmqbQvVo/full/max/0/default.jpg
127,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncmx8wke5/full/max/0/default.jpg
128,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncn4gUanM/full/max/0/default.jpg
129,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ncnBE1Qvd/full/max/0/default.jpg
130,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndG3WJSAm/full/max/0/default.jpg
131,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndGA3qGK3/full/max/0/default.jpg
132,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndGGbN6TK/full/max/0/default.jpg
133,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndGP8tvbb/full/max/0/default.jpg
134,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndGVgRkjs/full/max/0/default.jpg
135,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndGcDxat9/full/max/0/default.jpg
136,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndGimVR2R/full/max/0/default.jpg
137,https://api.onb.ac.at/iiif/image/v3/109892B3/uk4nGb4ndGqK2FAh/full/max/0/default.jpg
